year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,manufacturer,age,log_km_driven,log_selling_price,selling_price_ugx_approx
2016,750000,35000,Diesel,Individual,Manual,First Owner,5.0,20.45,1461.0,83.8,Nissan,5,10.463131911491967,13.527828485512494,33750000
2015,800000,35000,Diesel,Individual,Manual,First Owner,5.0,20.45,1461.0,83.8,Nissan,6,10.463131911491967,13.592367006650065,36000000
2011,350000,156000,Diesel,Individual,Manual,First Owner,7.0,11.57,2179.0,138.1,Tata,10,11.957617696467539,12.765688433465597,15750000
2013,200000,90000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,8,11.407576060361786,12.206072645530174,9000000
2008,150000,60000,Diesel,Individual,Manual,Third Owner,5.0,17.0,1405.0,70.0,Tata,13,11.002116507732017,11.918390573078392,6750000
2016,800000,36000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461.0,108.5,Nissan,5,10.491301994830229,13.592367006650065,36000000
2017,350000,20000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,4,9.90353755128617,12.765688433465597,15750000
2011,350000,160000,Diesel,Individual,Manual,First Owner,7.0,13.93,2179.0,138.0,Tata,10,11.982935344196433,12.765688433465597,15750000
2006,250000,185000,Diesel,Individual,Manual,First Owner,9.0,12.7,2609.0,116.6,Mahindra,15,12.128116509451258,12.429216196844383,11250000
2010,170000,110000,Diesel,Individual,Manual,Second Owner,5.0,17.0,1405.0,71.0,Tata,11,11.608244735642321,12.043553716032399,7650000
2018,395000,10800,Petrol,Individual,Manual,First Owner,5.0,25.17,799.0,53.3,Renault,3,9.287394001418473,12.886641043883259,17775000
2012,450000,120000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523.0,62.1,Mahindra,9,11.695255355062795,13.017002861746503,20250000
2019,500000,15000,Petrol,Individual,Manual,First Owner,5.0,20.89,1197.0,81.8,Maruti,2,9.61587214452889,13.122363377404328,22500000
2012,200000,67500,Diesel,Individual,Manual,First Owner,10.0,12.2,1948.0,68.0,Tata,9,11.119897691565697,12.206072645530174,9000000
2017,1200000,30000,Diesel,Individual,Manual,First Owner,7.0,17.6,2179.0,153.86,Tata,4,10.308985993422082,13.997832114758229,54000000
2016,400000,50000,Diesel,Individual,Manual,First Owner,6.0,25.32,1198.0,77.0,Mahindra,5,10.819798284210286,12.89921982609012,18000000
2016,650000,100000,Diesel,Individual,Manual,First Owner,7.0,18.49,1493.0,100.0,Mahindra,5,11.51293546492023,13.38472764187182,29250000
2016,550000,150000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523.0,63.0,Mahindra,5,11.918397239722838,13.217673557208654,24750000
2015,1100000,110000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179.0,140.0,Mahindra,6,11.608244735642321,13.9108207377686,49500000
2012,254999,30000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,9,10.308985993422082,12.449014902564246,11474955
2011,180000,60000,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,10,11.002116507732017,12.100712129872347,8100000
2010,160000,255000,Diesel,Individual,Manual,Second Owner,8.0,13.0,2489.0,95.0,Mahindra,11,12.449022745701502,11.982929094215963,7200000
2008,225000,120000,Diesel,Individual,Manual,Second Owner,5.0,16.52,1991.0,123.7,Chevrolet,13,11.695255355062795,12.323855681186558,10125000
2015,270000,49900,Petrol,Individual,Manual,Second Owner,5.0,22.74,796.0,47.3,Maruti,6,10.817796321618971,12.506177237980511,12150000
2012,310000,86000,Diesel,Individual,Manual,First Owner,5.0,21.12,1248.0,88.8,Tata,9,11.362114203075018,12.644327576461329,13950000
2015,225000,71850,Petrol,Individual,Manual,First Owner,5.0,20.63,1198.0,67.0,Datsun,6,11.1823498092948,12.323855681186558,10125000
2015,300000,95000,Diesel,Individual,Manual,Third Owner,5.0,21.2,1248.0,75.0,Fiat,6,11.461642696843066,12.611537753638338,13500000
2008,250000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,17.5,1298.0,85.8,Maruti,13,11.156264806643742,12.429216196844383,11250000
2011,180000,35000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,10,10.463131911491967,12.100712129872347,8100000
2015,550000,50000,Petrol,Individual,Manual,First Owner,5.0,20.85,1197.0,83.14,Maruti,6,10.819798284210286,13.217673557208654,24750000
2007,300000,120000,Diesel,Individual,Manual,Third Owner,7.0,13.6,2523.0,63.0,Mahindra,14,11.695255355062795,12.611537753638338,13500000
2015,900000,145000,Diesel,Individual,Manual,First Owner,5.0,22.7,1582.0,126.2,Hyundai,6,11.884495917930655,13.710150042306449,40500000
2018,1530000,40000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179.0,138.0,Mahindra,3,10.596659732783579,14.240778293368619,68850000
2015,590000,110000,Diesel,Individual,Manual,First Owner,5.0,27.39,1248.0,74.0,Maruti,6,11.608244735642321,13.287877815881902,26550000
2008,170000,112000,LPG,Individual,Manual,Second Owner,5.0,17.3,1061.0,57.5,Maruti,13,11.626263078808801,12.043553716032399,7650000
2017,2600000,70000,Diesel,Individual,Automatic,First Owner,5.0,20.38,1968.0,143.0,Audi,4,11.156264806643742,14.77102200299171,117000000
2016,475000,110000,Diesel,Individual,Manual,First Owner,5.0,23.2,1248.0,73.94,Maruti,5,11.608244735642321,13.071070083016778,21375000
2018,700000,29000,Diesel,Individual,Manual,First Owner,5.0,24.0,1186.0,73.97,Hyundai,3,10.275085591132715,13.458835614025542,31500000
2011,376000,60000,Petrol,Individual,Manual,First Owner,5.0,18.9,998.0,67.1,Maruti,10,11.002116507732017,12.837344422372032,16920000
2004,75000,46000,Petrol,Individual,Manual,Fourth & Above Owner,4.0,16.1,796.0,37.0,Maruti,17,10.736418414365376,11.225243392518447,3375000
2012,440000,120000,Diesel,Individual,Automatic,Third Owner,8.0,11.79,2179.0,120.0,Mahindra,9,11.695255355062795,12.994530005894443,19800000
2016,390000,80000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,5,11.289794413577894,12.873902018105829,17550000
2012,725000,159000,Diesel,Individual,Manual,Second Owner,7.0,12.8,2494.0,102.0,Toyota,9,11.976665770490767,13.493926933836812,32625000
2012,325000,110000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523.0,62.1,Mahindra,9,11.608244735642321,12.691580461311874,14625000
2010,170000,75000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,11,11.225256725762893,12.043553716032399,7650000
2010,215000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.3,1248.0,73.9,Maruti,11,11.695255355062795,12.2783933071098,9675000
2010,350000,110000,Petrol,Individual,Manual,Third Owner,5.0,17.0,1497.0,118.0,Honda,11,11.608244735642321,12.765688433465597,15750000
2009,80000,80000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.0,995.0,62.0,Chevrolet,12,11.289794413577894,11.289781913656018,3600000
2012,195000,80000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,9,11.289794413577894,12.180754837545884,8775000
2014,335000,71000,Diesel,Dealer,Manual,First Owner,5.0,21.64,1461.0,84.8,Nissan,7,11.170449240431308,12.721885810807203,15075000
2011,475000,108000,Diesel,Dealer,Manual,First Owner,7.0,16.0,2179.0,140.0,Mahindra,10,11.58989576532275,13.071070083016778,21375000
2015,484999,75000,Diesel,Dealer,Manual,First Owner,5.0,19.87,1461.0,83.8,Renault,6,11.225256725762893,13.091902108061824,21824955
2018,650000,22000,Petrol,Individual,Manual,Second Owner,5.0,21.56,1462.0,103.25,Maruti,3,9.99884318585288,13.38472764187182,29250000
2014,1850000,76131,Diesel,Individual,Automatic,First Owner,5.0,13.22,2967.0,241.4,Audi,7,11.240223954807675,14.430696197054507,83250000
2018,700000,30000,Petrol,Individual,Manual,Second Owner,5.0,18.6,1197.0,81.83,Hyundai,3,10.308985993422082,13.458835614025542,31500000
2014,3000000,65000,Diesel,Individual,Automatic,First Owner,7.0,12.07,2967.0,241.4,Audi,7,11.082157933374816,14.914122846632385,135000000
2018,900000,60000,Diesel,Individual,Manual,First Owner,7.0,15.4,2523.0,75.0,Mahindra,3,11.002116507732017,13.710150042306449,40500000
2013,350000,80000,Diesel,Individual,Manual,First Owner,5.0,22.07,1199.0,73.9,Volkswagen,8,11.289794413577894,12.765688433465597,15750000
2005,285000,80000,Petrol,Individual,Automatic,Second Owner,5.0,9.0,2997.0,218.0,Honda,16,11.289794413577894,12.560244459250788,12825000
2012,1850000,70000,Diesel,Individual,Automatic,First Owner,7.0,12.07,2967.0,241.4,Audi,9,11.156264806643742,14.430696197054507,83250000
2017,750000,51777,Diesel,Dealer,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,4,10.854720627607847,13.527828485512494,33750000
2013,1650000,64788,Diesel,Dealer,Automatic,First Owner,5.0,0.0,2179.0,115.0,Land,8,11.07889111484426,14.316285845876763,74250000
2018,600000,20000,Petrol,Individual,Manual,First Owner,5.0,19.5,1199.0,88.76,Honda,3,9.90353755128617,13.304684934198283,27000000
2018,565000,19000,Petrol,Individual,Manual,First Owner,5.0,18.78,999.0,75.0,Volkswagen,3,9.852246888342531,13.244581010128577,25425000
2000,86000,46951,Petrol,Individual,Manual,First Owner,5.0,18.5,796.0,53.0,Daewoo,21,10.75688108223817,11.362102575235644,3870000
2016,329000,19000,Petrol,Individual,Manual,First Owner,5.0,20.63,1198.0,67.0,Datsun,5,9.852246888342531,12.70381302974751,14805000
2016,650000,50000,Diesel,Individual,Manual,First Owner,5.0,22.77,1498.0,98.59,Ford,5,10.819798284210286,13.38472764187182,29250000
2015,822000,60000,Diesel,Individual,Manual,First Owner,5.0,19.67,1582.0,126.2,Hyundai,6,11.002116507732017,13.619495674038317,36990000
2013,345000,100000,Diesel,Individual,Manual,Second Owner,5.0,19.01,1461.0,108.45,Renault,8,11.51293546492023,12.751299696013497,15525000
2012,330000,50000,Diesel,Individual,Manual,Second Owner,5.0,22.9,1248.0,74.0,Maruti,9,10.819798284210286,12.706847933442663,14850000
2014,300000,74537,Petrol,Individual,Manual,Second Owner,5.0,20.51,998.0,67.04,Maruti,7,11.219064341441731,12.611537753638338,13500000
2009,200000,90000,Petrol,Individual,Automatic,Second Owner,5.0,12.6,1586.0,103.3,Maruti,12,11.407576060361786,12.206072645530174,9000000
2010,90000,70000,Petrol,Individual,Manual,Second Owner,5.0,18.0,995.0,62.0,Chevrolet,11,11.156264806643742,11.407564949312402,4050000
2010,200000,80000,Petrol,Individual,Manual,Second Owner,5.0,18.9,1061.0,67.0,Maruti,11,11.289794413577894,12.206072645530174,9000000
2016,550000,35000,Diesel,Individual,Manual,First Owner,5.0,24.4,1120.0,71.0,Hyundai,5,10.463131911491967,13.217673557208654,24750000
2015,250000,23500,Petrol,Individual,Manual,First Owner,5.0,18.6,1199.0,76.8,Chevrolet,6,10.064798252418377,12.429216196844383,11250000
2017,975000,82000,Diesel,Individual,Manual,First Owner,5.0,25.6,1498.0,97.9,Honda,4,11.314486721293981,13.790192749979985,43875000
2014,900000,100000,Diesel,Individual,Manual,Second Owner,8.0,12.99,2494.0,100.6,Toyota,7,11.51293546492023,13.710150042306449,40500000
2018,610000,15000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,3,9.61587214452889,13.321214236149494,27450000
2017,620000,30000,Diesel,Individual,Manual,First Owner,5.0,27.39,1248.0,74.0,Maruti,4,10.308985993422082,13.337474757021274,27900000
2016,400000,30000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,5,10.308985993422082,12.89921982609012,18000000
2019,500000,11000,Petrol,Individual,Manual,First Owner,5.0,21.63,998.0,67.0,Maruti,2,9.305741456739435,13.122363377404328,22500000
2017,200000,140000,Petrol,Individual,Manual,First Owner,7.0,19.02,1198.0,67.05,Datsun,4,11.849404844423074,12.206072645530174,9000000
2016,360000,110000,Diesel,Individual,Manual,First Owner,5.0,23.0,1248.0,88.7,Tata,5,11.608244735642321,12.793859310432293,16200000
2012,252000,48000,Petrol,Individual,Manual,First Owner,5.0,20.92,998.0,67.1,Maruti,9,10.778977123006351,12.437184366493561,11340000
2012,280000,70000,Diesel,Individual,Manual,Second Owner,5.0,22.9,1248.0,74.0,Maruti,9,11.156264806643742,12.542544882151386,12600000
2018,509999,70000,Petrol,Individual,Manual,Second Owner,5.0,22.0,1197.0,81.8,Maruti,3,11.156264806643742,13.142164043914272,22949955
2016,1050000,58000,Diesel,Individual,Manual,First Owner,7.0,15.4,1997.0,120.0,Mahindra,5,10.968215530759236,13.864300722133706,47250000
2010,200000,40000,LPG,Individual,Manual,Fourth & Above Owner,5.0,17.3,1061.0,57.5,Maruti,11,10.596659732783579,12.206072645530174,9000000
2005,60000,90000,Petrol,Individual,Manual,Second Owner,5.0,17.3,993.0,60.0,Maruti,16,11.407576060361786,11.002099841204238,2700000
2010,320000,40000,Diesel,Individual,Manual,Second Owner,7.0,14.0,2498.0,112.0,Mahindra,11,10.596659732783579,12.676076274775909,14400000
2013,520000,110000,Diesel,Individual,Manual,First Owner,9.0,12.05,2179.0,120.0,Mahindra,8,11.608244735642321,13.16158409055761,23400000
2007,250000,80000,Diesel,Individual,Manual,Second Owner,7.0,11.57,2179.0,138.1,Tata,14,11.289794413577894,12.429216196844383,11250000
2017,725000,60000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,4,11.002116507732017,13.493926933836812,32625000
2015,585000,50000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523.0,62.1,Mahindra,6,10.819798284210286,13.279367126213993,26325000
2017,430000,25000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,4,10.12667110305036,12.971540487669746,19350000
2011,235000,100000,Diesel,Individual,Manual,Second Owner,5.0,22.9,1248.0,74.0,Maruti,10,11.51293546492023,12.367340793126296,10575000
2012,350000,52000,Diesel,Individual,Manual,Third Owner,5.0,19.3,1248.0,73.9,Maruti,9,10.859018228147887,12.765688433465597,15750000
2010,131000,80000,Petrol,Individual,Manual,Third Owner,5.0,19.81,1086.0,68.05,Hyundai,11,11.289794413577894,11.782952602183288,5895000
2016,450000,85000,Diesel,Individual,Manual,First Owner,5.0,25.8,1498.0,98.6,Honda,5,11.350418300109132,13.017002861746503,20250000
2016,750000,83000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,5,11.326607934898927,13.527828485512494,33750000
2013,200000,50000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,8,10.819798284210286,12.206072645530174,9000000
2009,125000,120000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.9,1061.0,67.0,Maruti,12,11.695255355062795,11.736069016284437,5625000
2014,500000,100000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523.0,62.1,Mahindra,7,11.51293546492023,13.122363377404328,22500000
2012,380000,70000,Diesel,Individual,Manual,Third Owner,5.0,22.9,1248.0,74.0,Maruti,9,11.156264806643742,12.84792653170257,17100000
2008,128000,19000,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,13,9.852246888342531,11.759785542901755,5760000
2009,250000,68600,Petrol,Individual,Manual,Third Owner,5.0,17.0,1497.0,118.0,Honda,12,11.136062390867204,12.429216196844383,11250000
2017,690000,60000,Diesel,Individual,Manual,First Owner,7.0,16.5,1493.0,70.0,Mahindra,4,11.002116507732017,13.444446876573442,31050000
2014,650000,65000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523.0,62.1,Mahindra,7,11.082157933374816,13.38472764187182,29250000
2012,560000,40000,Petrol,Individual,Manual,Second Owner,5.0,16.8,1497.0,116.3,Honda,9,10.596659732783579,13.235692062711331,25200000
2016,400000,25000,Petrol,Individual,Manual,First Owner,5.0,23.1,998.0,67.04,Maruti,5,10.12667110305036,12.89921982609012,18000000
2012,200000,29500,Petrol,Individual,Manual,First Owner,5.0,20.92,998.0,67.1,Maruti,9,10.292179440058462,12.206072645530174,9000000
2018,950000,13887,Petrol,Individual,Manual,First Owner,5.0,17.0,1591.0,121.3,Hyundai,3,9.538780436900131,13.764217263576723,42750000
2016,300000,50000,Petrol,Individual,Manual,Second Owner,5.0,22.74,796.0,47.3,Maruti,5,10.819798284210286,12.611537753638338,13500000
2016,315000,30000,Petrol,Individual,Manual,Second Owner,5.0,25.17,799.0,53.3,Renault,5,10.308985993422082,12.66032791780777,14175000
2012,220000,100000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,9,11.51293546492023,12.301382825334498,9900000
2011,130000,60000,Petrol,Individual,Manual,Second Owner,5.0,14.49,1399.0,92.7,Chevrolet,10,11.002116507732017,11.77528972943772,5850000
2016,595000,60000,Diesel,Individual,Manual,Second Owner,5.0,22.54,1396.0,88.73,Hyundai,5,11.002116507732017,13.296316684527767,26775000
2011,110000,120000,Diesel,Individual,Manual,First Owner,5.0,19.4,1405.0,70.0,Tata,10,11.695255355062795,11.608235644774552,4950000
2017,680000,13500,Petrol,Individual,Manual,First Owner,5.0,17.0,1497.0,121.36,Ford,4,9.510519035757246,13.42984807715229,30600000
2013,280000,52000,Diesel,Individual,Manual,First Owner,5.0,20.3,1248.0,75.0,Fiat,8,10.859018228147887,12.542544882151386,12600000
2017,530000,30000,Petrol,Individual,Manual,Second Owner,5.0,21.4,1197.0,83.1,Maruti,4,10.308985993422082,13.180632285528304,23850000
2017,610000,14000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197.0,82.0,Hyundai,4,9.546884034617925,13.321214236149494,27450000
2014,500000,90000,Diesel,Individual,Manual,Second Owner,7.0,15.05,2179.0,147.9,Tata,7,11.407576060361786,13.122363377404328,22500000
2018,500000,50000,Diesel,Individual,Manual,First Owner,5.0,24.7,1047.0,69.0,Tata,3,10.819798284210286,13.122363377404328,22500000
2010,250000,120000,Diesel,Individual,Manual,Second Owner,8.0,13.0,2489.0,95.0,Mahindra,11,11.695255355062795,12.429216196844383,11250000
2018,325000,10000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,3,9.210440366976517,12.691580461311874,14625000
2018,550000,10000,Petrol,Individual,Manual,First Owner,5.0,21.4,1197.0,83.1,Maruti,3,9.210440366976517,13.217673557208654,24750000
2018,720000,25000,Petrol,Individual,Manual,First Owner,5.0,20.73,1373.0,91.1,Maruti,3,10.12667110305036,13.487006490992238,32400000
2017,950000,20000,Petrol,Individual,Manual,First Owner,5.0,17.0,1591.0,121.3,Hyundai,4,9.90353755128617,13.764217263576723,42750000
2013,350000,60000,Diesel,Individual,Manual,First Owner,5.0,22.9,1248.0,74.0,Maruti,8,11.002116507732017,12.765688433465597,15750000
2018,500000,40000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,81.86,Hyundai,3,10.596659732783579,13.122363377404328,22500000
2012,380000,60000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248.0,73.9,Maruti,9,11.002116507732017,12.84792653170257,17100000
2015,380000,50000,Petrol,Individual,Automatic,First Owner,5.0,16.9,1197.0,82.0,Hyundai,6,10.819798284210286,12.84792653170257,17100000
2017,900000,20000,Petrol,Individual,Manual,First Owner,5.0,17.0,1591.0,121.3,Hyundai,4,9.90353755128617,13.710150042306449,40500000
2017,295000,35000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,4,10.463131911491967,12.594730635321957,13275000
2016,640000,40000,Diesel,Individual,Manual,First Owner,5.0,28.09,1248.0,88.5,Maruti,5,10.596659732783579,13.369223455335854,28800000
2018,790000,60000,Diesel,Individual,Manual,First Owner,5.0,21.5,1497.0,108.5,Tata,3,11.002116507732017,13.579788224443204,35550000
2015,625000,20000,Petrol,Individual,Manual,First Owner,5.0,17.01,1591.0,121.4,Hyundai,6,9.90353755128617,13.345506928718539,28125000
2017,604000,30000,Petrol,Individual,Manual,Second Owner,5.0,17.0,1497.0,121.36,Ford,4,10.308985993422082,13.311329476916953,27180000
2015,315000,29000,Petrol,Individual,Manual,First Owner,5.0,23.95,998.0,67.05,Maruti,6,10.275085591132715,12.66032791780777,14175000
2019,950000,17000,Diesel,Individual,Manual,First Owner,5.0,20.0,1497.0,115.0,Mahindra,2,9.741027444837728,13.764217263576723,42750000
2017,400000,50000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,4,10.819798284210286,12.89921982609012,18000000
2018,700000,42000,Petrol,Individual,Automatic,First Owner,5.0,18.6,1368.0,98.63,Hyundai,3,10.645448706505872,13.458835614025542,31500000
2011,700000,120000,Diesel,Individual,Manual,Second Owner,8.0,12.8,2494.0,102.0,Toyota,10,11.695255355062795,13.458835614025542,31500000
2012,260000,110000,Diesel,Individual,Manual,First Owner,5.0,21.03,1461.0,65.0,Mahindra,9,11.608244735642321,12.468436909997665,11700000
2012,200000,90000,Diesel,Individual,Manual,First Owner,5.0,23.57,1396.0,70.0,Tata,9,11.407576060361786,12.206072645530174,9000000
2020,580000,70000,Petrol,Individual,Manual,First Owner,5.0,23.26,1197.0,88.5,Maruti,1,11.156264806643742,13.270783382522602,26100000
2011,330000,66000,Diesel,Individual,Manual,Second Owner,5.0,20.5,1598.0,105.0,Volkswagen,10,11.097425172408931,12.706847933442663,14850000
2011,400000,70000,Diesel,Individual,Manual,Third Owner,5.0,16.2,1493.0,110.0,Hyundai,10,11.156264806643742,12.89921982609012,18000000
2018,1350000,5000,Petrol,Individual,Automatic,First Owner,5.0,14.8,1591.0,121.3,Hyundai,3,8.517393171418904,14.115615150414612,60750000
2014,250000,50000,Diesel,Individual,Manual,Second Owner,5.0,21.03,1461.0,65.0,Mahindra,7,10.819798284210286,12.429216196844383,11250000
2019,725000,25000,Petrol,Individual,Manual,First Owner,5.0,15.41,1598.0,103.2,Skoda,2,10.12667110305036,13.493926933836812,32625000
2013,300000,70000,Diesel,Individual,Manual,First Owner,5.0,23.4,1248.0,74.0,Maruti,8,11.156264806643742,12.611537753638338,13500000
2006,120000,40000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,15,10.596659732783579,11.695247021764184,5400000
2016,1175000,110000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179.0,140.0,Mahindra,5,11.608244735642321,13.976778705560397,52875000
2009,380000,150000,Diesel,Individual,Manual,First Owner,7.0,13.93,2179.0,138.0,Tata,12,11.918397239722838,12.84792653170257,17100000
2014,400000,45000,Diesel,Individual,Manual,First Owner,5.0,19.1,1405.0,70.0,Tata,7,10.714439990727769,12.89921982609012,18000000
2005,140000,90000,Diesel,Individual,Manual,Third Owner,5.0,16.1,1405.0,70.0,Tata,16,11.407576060361786,11.84939770159144,6300000
2011,229999,140000,Diesel,Individual,Manual,Second Owner,7.0,11.57,2179.0,138.1,Tata,10,11.849404844423074,12.345830240069793,10349955
2003,110000,83000,Petrol,Individual,Manual,Second Owner,5.0,13.8,1299.0,70.0,Ford,18,11.326607934898927,11.608235644774552,4950000
2011,550000,106000,Diesel,Individual,Automatic,Second Owner,5.0,16.96,1968.0,138.1,Volkswagen,10,11.571203807011969,13.217673557208654,24750000
2008,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,15.26,1150.0,74.9,Chevrolet,13,11.002116507732017,11.918390573078392,6750000
2017,265000,40000,Petrol,Individual,Manual,Second Owner,8.0,16.8,796.0,34.2,Maruti,4,10.596659732783579,12.487485104968359,11925000
2011,300000,138000,Petrol,Individual,Manual,Third Owner,5.0,17.0,1197.0,80.0,Hyundai,10,11.835016210489899,12.611537753638338,13500000
2015,280000,80000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,6,11.289794413577894,12.542544882151386,12600000
2005,130000,50000,Petrol,Individual,Manual,Second Owner,5.0,15.3,1341.0,83.0,Hyundai,16,10.819798284210286,11.77528972943772,5850000
2015,350000,50000,Petrol,Individual,Manual,First Owner,5.0,18.2,1199.0,82.4,Chevrolet,6,10.819798284210286,12.765688433465597,15750000
2009,200000,120000,Petrol,Individual,Manual,First Owner,5.0,18.5,1197.0,85.8,Maruti,12,11.695255355062795,12.206072645530174,9000000
2018,550000,24400,Petrol,Individual,Manual,First Owner,5.0,22.0,1197.0,81.8,Maruti,3,10.102379394048045,13.217673557208654,24750000
2013,400000,60000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523.0,62.1,Mahindra,8,11.002116507732017,12.89921982609012,18000000
2010,170000,120000,Petrol,Individual,Manual,Second Owner,5.0,18.5,1197.0,85.8,Maruti,11,11.695255355062795,12.043553716032399,7650000
2015,600000,60000,Diesel,Individual,Manual,Second Owner,5.0,24.8,1396.0,88.7,Hyundai,6,11.002116507732017,13.304684934198283,27000000
2011,130000,100000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,10,11.51293546492023,11.77528972943772,5850000
2011,100000,120000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,10,11.695255355062795,11.512925464970229,4500000
2016,310000,27500,Petrol,Individual,Manual,First Owner,5.0,25.17,799.0,53.3,Renault,5,10.221977646629885,12.644327576461329,13950000
2010,200000,120000,Petrol,Individual,Manual,Third Owner,5.0,18.5,1197.0,80.0,Hyundai,11,11.695255355062795,12.206072645530174,9000000
2015,650000,80000,Diesel,Individual,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,6,11.289794413577894,13.38472764187182,29250000
2013,210000,120000,Petrol,Individual,Manual,First Owner,5.0,15.64,1193.0,64.1,Tata,8,11.695255355062795,12.254862809699606,9450000
2015,509999,90000,Diesel,Individual,Manual,First Owner,5.0,24.4,1120.0,71.01,Hyundai,6,11.407576060361786,13.142164043914272,22949955
2013,229999,70000,Diesel,Individual,Manual,First Owner,5.0,20.0,1399.0,68.1,Ford,8,11.156264806643742,12.345830240069793,10349955
2014,409999,188000,Diesel,Individual,Manual,Second Owner,5.0,19.01,1461.0,108.45,Renault,7,12.144202560946876,12.923909999653127,18449955
2011,130000,67840,Petrol,Individual,Manual,First Owner,5.0,18.0,995.0,62.0,Chevrolet,10,11.124922010923182,11.77528972943772,5850000
2013,95000,30000,Petrol,Individual,Manual,First Owner,4.0,25.4,624.0,37.48,Tata,8,10.308985993422082,11.461632170582678,4275000
2016,225000,35000,Petrol,Individual,Manual,Second Owner,5.0,22.74,796.0,47.3,Maruti,5,10.463131911491967,12.323855681186558,10125000
2017,775000,100000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,4,11.51293546492023,13.560618308335483,34875000
2017,420000,30000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,4,10.308985993422082,12.948009990259552,18900000
2016,480000,70000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,5,11.156264806643742,13.081541382884074,21600000
2010,260000,380000,Diesel,Individual,Manual,Second Owner,7.0,13.6,2523.0,63.0,Mahindra,11,12.847929163278053,12.468436909997665,11700000
2018,600000,15000,Petrol,Individual,Manual,First Owner,5.0,16.2,1199.0,74.0,Volkswagen,3,9.61587214452889,13.304684934198283,27000000
2009,140000,140000,Diesel,Individual,Manual,Second Owner,5.0,13.8,1399.0,68.0,Ford,12,11.849404844423074,11.84939770159144,6300000
2010,130000,120000,Petrol,Individual,Manual,Third Owner,8.0,19.7,796.0,35.0,Maruti,11,11.695255355062795,11.77528972943772,5850000
2007,195000,112880,Diesel,Dealer,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,14,11.634089445452728,12.180754837545884,8775000
2013,210000,135000,Diesel,Dealer,Manual,Second Owner,5.0,19.4,1405.0,70.0,Tata,8,11.813037464800539,12.254862809699606,9450000
